id;nama_pengguna;tanggal;skor;ulasan;label
813;Toro Gurning;17/03/2022 19:14;5;Cepat cara kerja ya;1
814;denny ramadhan;17/03/2022 18:56;5;memudahkan saya membayar pajak kendaraan;1
815;Teuku muhammad Rafi;17/03/2022 18:30;5;proses cepet tingkat kan terus;1
816;Sarmanah 1957;17/03/2022 18:14;5;kalau seperti ini masyarakat bisa taat pajak , lebih simple;1
817;Alexa Indry;17/03/2022 17:40;5;makasih signal... ngebantu banget dengan saya yang lagi di luar kota dan memiliki anak kecil... pokoknya bintang 1000000x lah... daftar dan proses nya cepat mudah dan tidak ada halangan... terimakasih bayak;1
818;ridlo alfian;17/03/2022 17:07;5;"mantap pokoknya sangat membantu cuman saran mungkin lebih di permuda untuk prosem pembayaran lewat M-banking ataupun aplikasi""yang lainnya trimakasih SAYA UCAPKAN KEPADA POLRI";1
819;Denindarn;17/03/2022 16:47;5;Bayar pajak tahunan menjadi sangat mudah. Alhamdulillah sangat membantu bagi kami yang pekerja kantoran. Gak pakai ribet antri dan berkumpul dalam 1 ruangan. Pengiriman express banget pakai pos sehari udah sampai cuma ongkos kirimnya lumayan mahal ditambah ada uang adminnya juga. Semoga bisa melayani pembayaran lainnya seperti perpanjang SIM dan pajak 5 tahunan.;1
820;Azhar Rhamadan;17/03/2022 16:07;5;Keren si aplikasi ini untuk yg sibuk dan tidak bisa datang ke Samsat , terimakasih;1
821;Zulkarnain -Ali N;17/03/2022 15:19;5;2 Hari, Langsung sampai rumah.. mantap;1
822;ika Jatnika;17/03/2022 14:49;5;proses mudah, sangat membantu. Tapi ada pertanyaan yg belum dijawab. Bukti pengesahannya pengganti cap/paraf di kotak STNk apa, katanya sticker. tapi saya gak dapat. Terimakasih...;1
823;Yuga Yudis;17/03/2022 13:26;5;TOP banten ke kab.bekasi cepat;1
824;Dedi Ahmadi;17/03/2022 12:49;5;bisa bayar dirumah, tanpa perlu ngantri di Samsat, cuma pengiriman berkas pengesahan agak lamban, tingkatkan lagi;1
825;Bintaro polabaja;17/03/2022 12:12;5;dengan bayar pajak via digital ini sangat menghemat biaya transportasi.. terobosan yg sangat bagus.. bravo polri;1
826;Esa Nugraha;17/03/2022 12:04;5;Mantap proses cepat ・・・・・・・・・・・・;1
827;LAPAK IWAK;17/03/2022 11:50;5;sangat membantu sekali pak, hemat untuk WP dan Uang negara...;1
828;Ade Yulianto;17/03/2022 11:43;5;okelah;1
829;Aryanty Fajar Sari;17/03/2022 11:31;5;makasih sangat bermanfaat pak bisa membantu kita yang susah keluar;1
830;Djalaludin jalal;17/03/2022 10:35;5;Aplikasi sangat bagus . Tidak perlu cape mengantri stnk datang ke rumah .. dan untuk proses sangat cepat ・・・・ mantap lah pokonya;1
831;CAESAR SAXOPHONE CHANNEL;17/03/2022 10:00;5;Mantabbb...praktiss sumpah...perpanjang pajak tahunan ternyaman seumur hidup hehe;1
832;Novela Samuel;17/03/2022 9:54;5;berkat apk ini, saya muda bayar pajak dari jauh,, terimakasih signal apk;1
833;Suci Ramandha Risani;17/03/2022 9:25;5;Fyi. Caranya nonton di yutub aja, karna di aplikasinya gada intruksi apapun. Tapi prosesnya kurang lebih 1minggu kelar (diluar tgl merah&hari libur). Oia Yg diterima dari Pos hanya STNK nya saja ya. Pengesahannya mesti di Print Barcode di aplikasi Signal nya. #agak ribet sih ya. *mau saran: coba untuk di aplikasinya di kasih notes tata cara buat akun & order nya. supaya ga bingung untuk org yg gaptek/awam. Dan waktu bayarnya tolong ditambahin lg, kasian kl cuma 1jam org mesti buru2 ke atm. Thx;0
834;Nofiardi ardi;17/03/2022 9:00;5;Aplikasi sangat mudah digunakan dan sangat efisien, Pengiriman 3 hari sudah sampai, terimakasih;1
835;Gunarto Aji;17/03/2022 8:52;5;sangat membantu mengurangi penumpukan orang antri selanjutnya ganti kaleng dan sim bisa online bisa diperpanjang dengan sistem signal.;1
836;matcha latte;17/03/2022 8:48;5;Mantap Sangat cepat dan membantu;1
837;Adri Fawardin;17/03/2022 8:12;5;sangan membantu sekali, sesuai perkembangan jaman digital;1
838;ISAL POEL;17/03/2022 8:07;5;memudahkan pembayaran pajak bagi domisili diluar riau;1
839;Syafril Ramdani;16/03/2022 22:26;5;Nice, udah 2x bayar pajak tahunan lewat aplikasi ini, bebas antri cuma pengiriman nya agak lama dan kalo bisa untuk pajak 5 tahunan juga bisa bayar lewat aplikasi ini, terimakasih;1
840;Taufik Yulianto;16/03/2022 18:55;5;Aplikasi Mantap, data sesuai yg sesungguhnya. Semoga nanti bayar pajak bisa langsung via Aplikasi ini.;1
841;Ni Ketut Sri Wahyuni;16/03/2022 18:48;5;sangat membantu dan tidak direpotkan lagi untuk urus dokumen;1
842;Gunawan Gandasukmana;16/03/2022 18:34;5;Aplikasi yg sangat membantu,dalam 2 hari STNK sdh sy terima.;1
843;Bung Ahmad;16/03/2022 18:26;5;mantap ga harus pulang;1
844;Isti Qomah;16/03/2022 17:26;5;Bayar hari ini, 2 hari kemudian STNK sampe rumah (Kota Bekasi) Thank Signal;1
845;Agus Riswanto;16/03/2022 15:33;5;Tanpa kendala. . terimakasih;1
846;Abdul Azies;16/03/2022 15:23;5;Sangat terbantu, bayar pajak jadi lebih mudah;1
847;Yusup Maulana;16/03/2022 15:16;5;mantaap, skrg bayar pajak motor ga perlu repot2 ke samsat, bisa dari rumah , isi data 10 menit bayar , dapet cashback pula wkwkwk, stnk 5 hari kemudian udh sampe di rrumah kirim via pos indonesia, mantap samsat;1
848;Edward Munzir;16/03/2022 14:59;5;saya baru tau, karena kurang sosialisasi di daerah.. kalau bisa digunakan bisa mengurangi buang buang waktu ngantri di samsat...;-1
849;Tri S;16/03/2022 14:58;5;Sangat membantu...Terimakasih;1
850;Trisno Sutrisno;16/03/2022 14:36;5;Signal ok sangat membantu kita bayar online jarak jauh......cuma saya sangat kecewa dengan pengirimanya yaitu PT pos yg notabene punya pemerintah. Masa iya antar kecamatan pengiriman sampai 2 minggu......pos kerjanya lelet daan mengecewakan;1
851;Sasmito kd;16/03/2022 13:23;5;sangat membantu banget, jadi gak perlu antri2 dan apalagi pakai calo. mantab nih;1
852;Sulis Diana;16/03/2022 13:00;5;Proses nya cepat ・・・・・・・・・・・・;1
853;Windi Setiawan;16/03/2022 11:42;5;gud jobb,,mantabbb proses mudah dan cepat,trimakasih signal;1
854;Yanuar Baihaqi;16/03/2022 10:54;5;Sya baru pertama kali pakai aplikasi Signal mudah pembayaran lancar dan pengiriman cepat, semoga kedepannya lancar lagi, recommended wajib di coba aplikasi SIGNAL.;1
855;MRA SERIONO;16/03/2022 10:35;5;Sudah coba bayar lewat aplikasi ini, keren. Mudah pembayaran, cepat dan gak pakai ribet.;1
856;Muhamad Taufan;16/03/2022 10:32;5;Sangat membantu tinggal klik klik klik lngsg JD ... Cuma tambahkan pmbayaran BCA nya ya ..;1
857;nazri asa;16/03/2022 10:06;5;tolong perbaiki khusus BRIMO ATM atau internet bangking nya tidak bisa, dan di aplikasi Brimo sama sekali tidak dukung pajak, mhon di teruskan ke BRI agar di tindak lanjuti mas admin;-1
858;erikson mangunsong;16/03/2022 9:27;5;Terimakasih ,sangat membantu masyarakat ,untuk pembayaran pajak motor , Tampa antri di Samsat salam sehat selalu terima kasih .;1
859;Boediono Boedi;16/03/2022 8:34;5;Alhamdulilah ini aplikasi bagus banget dan sangat membantu meskipun saya diluar kota bayar pajak kendaraan tidak perlu repot repot ke kantor SAMSAT. Istri dirumah tinggal terima bukti pajak tahunan dengan aman. Pertahankan terus pelayanannya syukur bisa ditingkatkan terutama hari pengiriman. Tks;1
860;Yusda Abadi;16/03/2022 8:23;5;terima kasih sudah sampai n rapi pengirimannya..;1
861;Deki Setiawan;16/03/2022 6:56;5;Mudah dan cepat, kereeen!!;1
862;Slamet Gilang Pamungkas;16/03/2022 4:46;5;mudah, simpel dan mandiri;1
863;Heri Santoso;16/03/2022 2:37;5;Sudah daftar, giliran mau pembayaran online selalu tidak bisa;-1
864;Taokhit Raharjo;15/03/2022 23:35;5;Dengan adanya aplikasi ini sangat membantu utk perpanjangan STNK tanpa ribet, tanpa buang2 waktu, pelayanannya relatif cepat dan singkat, sangat memuaskan. Terus kembangkan utk pelayanan aplikasinya. Thks utk semuanya.;1
865;Meiga Sriwahyuni;15/03/2022 22:21;5;cara nya gampang, n ga ribet ga perlu antri lama2 ke samsat tuk bayar pajak;1
866;Mr Kris;15/03/2022 21:58;5;Stiker pengesahan.Bisa pengiriman selain kantor pos nggak Sbb pengantar pos didesa masih besar ngarep2 imbalan saat mengirim kerumah;-1
867;i nyoman sumajaya;15/03/2022 20:57;5;sangat bermanfaat, transparan dan cepat . tks;1
868;Ika ANDRIANI;15/03/2022 20:56;5;Memudahkan bayar PKB serta meningkatkan pendapatan negara...;1
869;Alfaqih Ahmad;15/03/2022 20:50;5;Apakah untuk pajak 5 tahunan juga bisa? Platnya dikirim kerumah?;0
870;Esti Ruliani;15/03/2022 20:23;5;Sangat baik dan memuaskan, semoga pajak 5 tahunan bisa secara online juga... TOP BANGET buat SIGNAL;1
871;Nur Ihsan;15/03/2022 20:20;5;mantap aplikasi signal memudahkan bagi pekerja yg ga ada waktu luang untuk ngurus pajak di samsat, tgl 13 pembayaran tgl 15 sudah sampai di rumah di antar pak pos, Terima kasih pak pos Indonesia;1
872;Roku Utod;15/03/2022 19:58;5;Ngurus Pajak Kendaraan Tanpa Harus keluar Rumah;1
873;Vajar;15/03/2022 19:52;5;Sangat membantu perantauan.;1
874;Refeki Setiyono;15/03/2022 19:24;5;Ok;1
875;Goes Jambu Bol GJB;15/03/2022 18:20;5;Cukup puas sampai saat ini;1
876;Andika Setiawan;15/03/2022 18:16;5;Cepat, mudah,;1
877;ignatius sutopo;15/03/2022 17:32;5;Layanan yang sempurna,bayar pajak dipermudah;1
878;aswin rian;15/03/2022 17:25;5;mantap....;1
879;Ade Ruhyadi;15/03/2022 17:16;5;proses penerbitan sampe 4hr kerja, tapi gapapa menghemat waktu dr pd harus antri hehe. semoga biar dipercepat prosesnya min. semoga nantinya bakal bisa juga ganti kaleng lewat apk ini;1
880;Indri Lestari;15/03/2022 17:16;5;puaaasss banget layanannya....post diantar cepat ...;1
881;Ninuk Aryani;15/03/2022 16:42;5;oke ,mantafff, lanjutkan dan tingkatkan lg performnya yaa...makasih;1
882;Stevano;15/03/2022 16:41;5;Semoga pelayan konsisten baik.;1
883;Nasir Mr;15/03/2022 16:20;5;Mantappp;1
884;Donny Meii;15/03/2022 16:16;5;Simple cepet;1
885;Zae Nuddin;15/03/2022 15:53;5;cepat dan ga ribet2 antri tinggal klik;1
886;rian jarjuni;15/03/2022 15:36;5;"mantap dah sangat mempermudah.dan bner""jauh dr yg nama'a calo arau pungli.siiiep dah.smga akan slalu ada dan lbih bgus lagi";1
887;mulyana anay;15/03/2022 14:36;5;memudahkan banget, sukaaaaa;1
888;Rowi Yatul;15/03/2022 14:24;5;sangat bagus;1
889;Gilang Dhika Firdaus;15/03/2022 13:09;5;Sangat bagus sehari transaksi hari berikutnya kirim hari ketiga sudah datang.;1
890;Rakha Chanel;15/03/2022 13:07;5;Sangat profesional dan membantu;1
891;Muhamad alfarizi;15/03/2022 12:52;5;layanan pembayaran di indomart tolong di sediakan, karena kemarin belum ngelink ke signal;1
892;Angler Gadok;15/03/2022 12:42;5;Cepat,mudah,no ribet2. Terima kasih Signal;1
893;Oke Sudrajat;15/03/2022 12:30;5;good;1
894;aris matulloh;15/03/2022 12:26;5;mantap, gak ribet sambil rebahan pun bisa bayar pajak・・・;1
895;ikin muttaqin;15/03/2022 11:33;5;sangat membantu;1
896;Andi Parada;15/03/2022 11:33;5;Aplikasi ini mantap, salah satu inovasi terbaik polri. Jaya terus POLRI;1
897;Rion RION;15/03/2022 11:05;5;AMPLIKASI Yang Sangat MEMBANTU , dan di Mudahkan dalam Membayar PAJAK , TERIMAKASIH POLRI;1
898;Peter Adriansyah;15/03/2022 11:03;5;cepat, tepat dan manfaat;1
899;Merry Susanti;15/03/2022 11:01;5;bagus. aplikasi yg sangat membantu;1
900;milo cokelat;15/03/2022 10:48;5;semakin mudah dan nyaman, dari download, isi bidoata, pengajuan perpanjang stnk tahunan (motor), bayar, dan tuggu sekira 3 hari kerja uda jadi stnknya sampe dirumah dahh... makasi admin SIGNAL. semoga makin jaya;1
901;wadi journey;15/03/2022 10:45;5;Mntapppppp;1
902;Budin Phing;15/03/2022 10:09;5;Aplikasi yg sangat membantu dalam hal pembayaran pajak tahunan STNK, sukses terus Samsat Polri;1
903;andi mukri;15/03/2022 9:58;5;cukup membantu;1
904;Heru Wandoyo;15/03/2022 9:45;5;stnk sampai rumah;1
905;Muhammad Renaldy;15/03/2022 9:42;5;sangat membantu, saya harap disegala lini bisa dipermudah seperti ini.;1
906;Game Ringan;15/03/2022 8:40;5;mantap..saya puasnsebagai pembayar pajak, karena merasa di layani dengan hadirnya signal, bayar pajak tak harus ke samsat, tak buang waktu saat antri, semoga terus berkembang maju SIGNAL ini, bisa mencover semua pajak stnk, kedepannya semoga bisa perpanjang SIM, pajak pajak 5 tahunan.;1
907;fry pardomuan;15/03/2022 8:04;5;mantap tingkatkan terus pelayanan agar lebih gampang masyarakat membayar pajak dengan mudah;1
908;Aurora Sari;14/03/2022 22:12;5;Terimakasih aplikasinya ckup baik, hanya saja wktu mau bayar pake bsi malem2 gangguan, tnyata coba pake mandiri bs kok lancar.saran saja,sebaiknya kode bayar jg bs di email atau wa, krn kalo ketutup mesti buat pengajuan baru lagi isi alamat lagi deh...oh iya satu lagi ongkir ke alamat menurut saya agak kemahalan, kan dalem kota juga mungkin kalo bs lebih terjangkau lagi supaya yg bayar pajak tmbh hemat dan semangat..;-1
909;Muhammad Lutfi;14/03/2022 21:23;5;recommended buat perantau, gk usah balik kamoung ataupun nyari samsat, tinggal bayar pake m-banking atau di gerai, walau ongkirnya juga lumayan mahal, tapi worth it gk perlu antri-antri ygy;1
910;Fitriyani Widayati;14/03/2022 21:18;5;Sangat membantu sekali, pas lg di kmpung trus waktuny byr pajak, recomended deh;1
911;Totoh Ridwan;14/03/2022 19:52;5;sangat membantu;1
912;Muhammad Zainul arifin;14/03/2022 19:49;5;・・・・・・・・・・・・・・・・・・・・;0
913;Gerry Casanova;14/03/2022 19:37;5;Sangat cepat sekali prosesnya untuk wilayah Kabupaten Bogor, Jawa Barat. Coba-coba perpanjang online hari Sabtu pagi, dag dig dug takut proses pengiriman lama. Eh ternyata hari ini (Senin) sudah sampai cetak STNK nya lewat Pos Khusus. Biaya nya lumayan untuk ongkir 23rban dan Admin 10rb. Ya ga apa2 lah kalau pelayanan cepat dan simple. Cukup di rumah aja ga perlu ke samsat (Kecuali rumah dekat Samsat/Samsat Online). Semoga semakin baik dan mempermudah untuk pelayanannya ・・・・;1
914;rusdy lb;14/03/2022 17:25;5;system pelayanan mudah Dan gampang Tampa ribet;1
915;Ikhsan Wibowo;14/03/2022 15:23;5;aplikasi yg sangat membantu masyarakat ... semoga makin maju dan berkembang lg..;1
916;Sauqi;14/03/2022 15:22;5;memberi kenyamanan kpd masyarakat memenuhi kewajibannya;1
917;Muji Yono;14/03/2022 15:17;5;sangat membantu sekali;1
918;CeCaPi Kids;14/03/2022 13:29;5;Aplikasi bagus, sangat berguna untuk yg repot dan tidak bisa bayar pajak langsung di samsat. Bayar pajak mudah akan membuat kita lebih taat pajak. Sekedar saran, untuk biaya pengiriman TBPKP, kalau bisa, misal masih dalam kota dibuat free.. Dan batas waktu bayar di perpanjang ya, jangan hanya 2-3 jam (kalau gak salah). Kalau punya mobile/internet banking gak masalah, tpi kalau harus lewat atm, sedikit harus buru2..;1
919;Anton Setiawan;14/03/2022 12:37;5;pembayaran mudah pengiriman 2 hari sampai;1
920;Achmad Bayhaqi;14/03/2022 12:26;5;Alhamdulillah, sangat dimudahkan.. Tp saya masih ada kendala tidak bisa menambahkan data kendaraan saya sendiri.. Ini yang sdh berhasil sampai terima stnk baru itu milik istri. Mohon kiranya dapat dibantu utk menambahkan data kendaraan saya di aplikasi signal;1
921;Safa Divara;14/03/2022 11:55;5;mudah dan cepat;1
922;Henry Purwoko;14/03/2022 11:39;5;Mempermudah buat bayar pajak, dan ngga perlu ngantri lagi. semoga dapat terus ditingkatkan pelayanannya.;1
923;Zul Kifli Kifli;14/03/2022 11:27;5;bagus..;1
924;Henry SSS;14/03/2022 11:16;5;Menunggu bantuan pembayaran stnk.pajak tahun 2022 .. kok pada aplikasi inibelum terbit secara otomatis ya;0
925;Oke ko;14/03/2022 11:15;5;Nyoba dulu semoga bagus,,,bintang tetep hargai pembuat aplikasi;0
926;Rania;14/03/2022 11:02;5;sangattt sangaaat membantu cm 10mnt jadi tanpa antri tanpa pegel!!! thnks samsat!!! ・・､;1
927;Arif Rosidi;14/03/2022 10:23;5;Keren pelayanannya 3 hari stnk sdh saya terima .....mantab.....;1
928;Kharis Wae;14/03/2022 10:19;5;Ok;1
929;Didik Teguh21;14/03/2022 9:48;5;Bagus gak perlu ke Samsat untuk perpanjang,, terimakasih;1
930;Joel billionaires;14/03/2022 9:43;5;Cepat dan tidak ribet. Thank U Samsat ... apps mantap;1
931;Ade Kaka;14/03/2022 9:33;5;sangat memuaskan cukup 3 hari bayar pajak tahunan sudah di tangan. 3 hari karna pengiriman jawa - banten. ketika bayar langsung di proses;1
932;Darto Darto;14/03/2022 9:27;5;Cobak2 dulu tak kasik bintang 5 langsung;0
933;Ricky -;14/03/2022 8:25;5;aplikasi yg sangat berguna , untuk efisiensi waktu;1
934;Ferdiansyah Rachman Zen;14/03/2022 3:31;5;Alhamdulillah bukti pembayaran pajak nya sudah diterima, proses serba digital, delivery express by Pos. Thanks Korlantas Polri yg sudah menuju era digital, bravo...;1
935;Pupuh Putrangga;13/03/2022 20:04;5;sangat membantu, nggak ngantri, nggak ketemu calo... bener2 mudah...good;1
936;menunggu pagi;13/03/2022 19:15;5;sangat membantu;1
937;Iis Komalasari;13/03/2022 19:08;5;mudah dan cpt prosesnya;1
938;Lisa Wati;13/03/2022 16:04;5;sekarang bayar pajak kendaraan dan pengesahan STNK sangat praktis, bisa dadi rumah, proses cepat dan aman.;1
939;M Taufik;13/03/2022 16:03;5;Keren... ini memudahkan masyarakat sekali... semoga terus berkembang dan menjadi lebih baik..;1
940;Hanafi Eko Prasetyo;13/03/2022 15:17;5;Mantap nih, bayar sudah bisa online, tidak perlu antri lagi bayar pajak motor, semoga ada perbaikan menjadi berkas elektronik semua tanpa harus kirim dan ambil ke Samsat,;1
941;wiantoro;13/03/2022 13:47;5;oke punya;1
942;Novi Pujiono;13/03/2022 12:22;5;oke enak lah;1
943;Kristian Purba;13/03/2022 11:43;5;Aplikasi yang bermanfaat, mantap mudah2 an untuk pengurusan lebih di percepat lagi・・・・;1
944;Fia Unaa;13/03/2022 11:41;5;Alhamdulillah STNK sudah sampai dengan selamat. Memudahkan kita di masa pandemi kayak gini. Tapi memang tidak ada konfirmasi dulu ya dari pihak samsatnya? Jadi biar dipastikan dulu gitu nama dan alamat penerimanya. Makasih;1
945;Adji Gond'Z;13/03/2022 11:16;5;mantabss...ga perlu capek2 datang ke samsat cukup di rumah langsung diantar..terimakasih dan sukses;1
946;Siti Sulaiha;13/03/2022 10:30;5;bagus gk susah tp tingkatkan lagi agar biar bisa bayar pakai bank BCA;1
947;Adethea;13/03/2022 10:00;5;Cukup bagus... Goodjob;1
948;Ar. Hakeem;13/03/2022 9:48;5;Sangat memudahkn buat kami kaum sibuk;1
949;Muari Hafid Shiddiqi;13/03/2022 8:30;5;mantap sukses selalu untuk SAMSAT DKI STNK Lsngsung dikirim oleh POS saran lebih mudah pembayaran pakai Blibli;1
950;macanputih _1;13/03/2022 7:02;5;Dengan ada nya aplikasi signal gak perlu report ngantri lagi di gerai atau kantor Samsat,..;1
951;rui sismanto;12/03/2022 23:40;5;barang sudah dicoba dan langsung bergetar;1
952;yellow melond;12/03/2022 23:14;5;good...memudahkan pembayran pajak kendaraan bermotor, tak perlu mngantri lg..・・・・・・・ｼ;1
953;Hari Wibowo;12/03/2022 21:55;5;mantap min, lanjutkan ・・・・・・・・;1
954;Jusir Man;12/03/2022 20:22;5;lumayan sangat membantu. Dalam 3 hari STNK sdh terkirim kerumah.;1
955;Hanesssﾃ・ df;12/03/2022 20:02;5;mantep cepet dan praktis;1
956;bayhaqi abay;12/03/2022 18:48;5;Alhamdulillah, sudah selesai proses Perpanjang STNK sy. Mempermudah banget sih tanpa harus datang langsung ke kantor samsat setempat. proses cepat, pengiriman jg cepat bgt. Terima Kasih ・・・・;1
957;Nuri Magfiroh;12/03/2022 17:43;5;Semua nya bagus, dan teratata;1
958;Roni Wibiharto;12/03/2022 17:26;5;Mantap..sangat Mudah... bisa ditingkatkan pada pelayanan yang lain;1
959;Rusmawan Ekahadi;12/03/2022 17:06;5;Mantap gak ribet.. Tolong di benahi sedikit lagi harga pengiriman STNK ya jangan mahal mahal ya.. Hehehe.. Terima kasih;1
960;Rajendra Zahir;12/03/2022 17:03;5;Proses nya mudah dan cepat selesai;1
961;Wahyu Rachmad;12/03/2022 16:41;5;Alhamdulillah STNK sampai dirmh, hny 2 hari dr pembyrn.;1
962;Alvina Perwira Negara;12/03/2022 16:17;5;mempermudah thanks SIGNAL;1
963;achmad darmawan;12/03/2022 16:16;5;terimakasih Signal, app amazing;1
964;Amalia Novianti;12/03/2022 15:55;5;keren!!! cuma kendala verifikasi muka sama foto di KTP yg suka susah. sejauh ini sangat membantu... terima kasih dan sukses trus;1
965;Mas Ahmad;12/03/2022 15:44;5;sangat membantu trimakasih;1
966;Saghna Channel;12/03/2022 15:16;5;mantap nih...lebih ditingkatkan lagi;1
967;ilham fadillah;12/03/2022 14:57;5;Real bener, Cuma lama proses buat nya;1
968;Hasyim B Sartono;12/03/2022 14:51;5;sangat2 membantu, jadi lebih efisien baik secara waktu maupun tenaga. luar biassa, semoga di pelihara dengan baik dan semakin lebih baik.;1
969;Adjie Alkadrie;12/03/2022 14:13;5;Penggunaan aplikasi sangat mudah dan pengiriman cepat. Terima kasih Korlantas Polri.;1
970;slamet sunaryo;12/03/2022 13:27;5;Pengalaman yg menyenangkan, sekarang mengurus perpanjangan STNK menjadi mudah walau berada di luar kota.;1
971;Elsa Kaize;12/03/2022 13:24;5;sekarang bayar pajak kendaraan tidak perlu repot keluar rumah dan antri di kantor samsat, selain karena pandemi kita juga tidak perlu takut lagi untuk telat bayar pajak karena alasan tidak punya waktu untuk ke kantor Samsat. Semua mudah dengan mendownload aplikasi SIGNAL ini. Gak ribet dan proses transaksinya aman dan STNK dikirim langsung ke alamat rumah oleh Pos Indonesia. Terima kasih SIGNAL ・・・・;1
972;Taufik Rahman;12/03/2022 13:06;5;Terimakasih apl Signal sudah membantu proses pengesahan STNK kami sangat dibantu sekali dalam hal waktu dan tempat dg proses mudah cepat dan efisein..;1
973;Randy Sudira;12/03/2022 11:48;5;mudah,simple,menurut saya aplikasi terbaik dari semua aplikasi yg ada kaitanya dengan pengurusan kepemerintahan.;1
974;Indra Malliq;12/03/2022 11:34;5;Kerrreeeeeenn.........;1
975;poh marta putra;12/03/2022 11:06;5;mantab pelayanannya jos.. hanya untuk pembayaran BCA belum bisa.;1
976;endang wahyudin;12/03/2022 10:19;5;matap bayar pajak lebih cepat dan efisien;1
977;sutanmuhamad ismail;12/03/2022 10:17;5;Good Aplikation;1
978;Yu No;12/03/2022 9:30;5;puas, sudah datang kiriman dari luar daerah pun bisa,;1
979;Amri Sabirin;12/03/2022 8:59;5;mudah sekali kalau mau bayar pajak motor tidak perlu lagi ngantri;1
980;harry louking;12/03/2022 7:03;5;Memuaskan,tolong ditambah untuk jenis pembayaran bisa melalui bank lain;1
981;Dika Rinaldi;12/03/2022 6:34;5;good game;1
982;Supri Komandan;11/03/2022 21:48;5;alhamdulilah sekarang menjadi mudah;1
983;Nikmah Ainun Nabillah;11/03/2022 21:31;5;suka bgt, mudah dan gak mesti dtg ke samsat;1
984;Machfudz Rasyidi;11/03/2022 20:20;5;aplikasi nya sangat membantu sekali apalagi saya merantau ke negeri orang dengan adanya aplikasi ini swmua jadi mudah...usefull lah pokoknya;1
985;Bambang Kurniawan;11/03/2022 20:16;5;Bagus dan sangat membantu untuk layanan perpanjangan pajak kendaraan bermotor yang beda pulau.;1
986;Oktariza Edial Putra;11/03/2022 20:13;5;maannstab;1
987;sulton khan;11/03/2022 19:18;5;mantul;1
988;andy Agusta;11/03/2022 18:23;5;mantap, no ribet;1
989;Lilik Poerwoko;11/03/2022 18:21;5;mantaplah memudahkan ,tapi lebih enak lagi kalau dikirim ke rumah ,masih ngmbil langsung ke samsat tapi lebih cepat tinggal tunjukin bukti bayar tunggu bentar jadi;1
990;El Capitan;11/03/2022 18:11;5;Mudah digunakan dan simpel, sangat terbantu sekali ketika diluar daerah menggunakan sistem Online seperti ini.;1
991;Dwi Lukman;11/03/2022 17:54;5;sangat membantu,, untuk mengurus pajak di luar wilayah. hemat biaya. ・・・・・・・・;1
992;Samsul Arif;11/03/2022 17:33;5;mantaap sudah saya coba dan sangat mempermudah;1
993;dahlia liani;11/03/2022 17:16;5;Pelayanannya cepat tdk perlu antri, memudahkan masyakarat;1
994;Safei Saputra;11/03/2022 17:08;5;Mantap tidak sampai s Minggu sudah saya terima... Tadinya bayar lewat Indomaret susah smpe 3x akhirnya trfs lewt ATM BRI selesai... Terima kasih;1
995;ziki zulkarnain;11/03/2022 16:51;5;Mantap..sangat memudahkan sekali...;1
996;Laskar Alas ketonggo;11/03/2022 16:24;5;Dalam situasi seperti ini sangat membantu&proses sesuai estimasi 3hari sdh sampai ke alamat.saran buat teman untuk transaksi pembayaran lbh baik menggunakan bank yg sdh tersedia & usahakan alamat pengiriman se detail mungkin. Saran buat pengembangan aplikasi kedepannya bisa lbh di tingkat (kerjasama dengan bank swasta dll) termasuk kurir pengiriman.;1
997;jack wijaya;11/03/2022 15:36;5;mantap・・・・, kekurangannya hanya di keterangan pengirimannya saja tlng diupdate terus agar tau sdh sampai mana dokumenya, ini cma diupdate waktu awal pengiriman saja.;1
998;K.26 - 10 - Muhammad Wahyudi Fortuna;11/03/2022 15:28;5;Ok;0
999;Ari Santoso;11/03/2022 14:32;5;Sangat membantu,bagus mudah dan cepat・・・・・・・・・・・・・・・・・・・・;1
1000;Jawahir Jawahir;11/03/2022 13:25;5;Untuk aplikasi sangat memuaskan... Tapi untuk jasa pengiriman POS sangat mengecewakan... Kalau bisa di tambah jasa pengiriman jangan pos.. Kurang bagus;1
1001;Sri Setya;11/03/2022 13:21;5;Alhamdulillah sangat membantu,sangat puas dgn adanya aplikasi signal ini.;1
1002;15_Dika Hermawan;11/03/2022 12:52;5;cepat, mantapp;1
1003;Yudi Wira Pranata;11/03/2022 12:42;5;bali jember mantap gak usahh calo calo lagi ..makasih signal ・・・・;1
1004;Suhardi Sakei;11/03/2022 12:17;5;Sdh mulai coba bayar online dan prosesnya mudah dan cepat. Saran, jgn ada stempel lg pd lembaran pengesahan, sdh online prosesnya tp masih harus ke samsat jg utk di stempel...;1
1005;Rahmat Rhesa;11/03/2022 11:57;5;Mempermudah masyarakat dalam mengurus STNK.;1
1006;ahmad kurniawan purga;11/03/2022 11:45;5;SIGNAL bagus nih sesuai harapan lembar pkb tahunan nya di antar sampai rumah, tapi buat yang 5 tahun gak ada tandanya seharusnya ada stiker/tempelan bahwa sudah dibayar pada kolom pajak 5 tahunan.;1
1007;angga bambang permadi;11/03/2022 11:30;5;mudah dan TDK susah susah ke Samsat tinggal klik;1
1008;M Alif Febriansyah;11/03/2022 11:26;5;sangat membantu sekai trimakash signal・・・・・・・・;1
1009;eko panji;11/03/2022 11:24;5;mantap mempermuda masyarakat;1
